name,online_order,book_table,rating,votes,phone,location,type,dish_liked,cuisines,approx_cost_two_people
Pizza Stop,Yes,No,3.0/5,87,080 46640404,Banashankari,Quick Bites,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza","Pizza, Italian",600
Faasos,Yes,No,4.2/5,415,+91 7700020020,Banashankari,Quick Bites,"Rolls, Veggie Wrap, Chocolate Fantasy, Rice Bowls, Chicken Rice, Paneer Makhanwala, Chicken Tikka Wrap","North Indian, Biryani, Fast Food",500
SLV Refreshment,No,No,4.1/5,94,+91 9480243556,Banashankari,Quick Bites,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",South Indian,100
Chatar Patar,No,No,3.7/5,65,+91 7619353103,Banashankari,Quick Bites,"Panipuri, Chaat, Noodles, Dahi Bhalle","Fast Food, Street Food",300
Utsav,Yes,No,3.7/5,59,+91 9632695401,Banashankari,Quick Bites,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav","North Indian, Street Food",200
Mane Thindi,No,No,3.7/5,130,+91 9964410276,Banashankari,Quick Bites,"Coffee, Tea, Kesari Bath, Open Dosa, Vada, Idli, Bread Dosa",South Indian,200
Juicy Momos,Yes,No,3.5/5,80,+91 9538550509,Banashankari,Quick Bites,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos","Tibetan, Momos",250
Matru Sagar,Yes,No,3.6/5,84,+91 9972368854,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250
Kavali,No,No,4.0/5,42,+91 9900998811,Banashankari,Quick Bites,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa","South Indian, Street Food",300
Ranganna Military Hotel,No,No,4.2/5,725,080 43027346,Jayanagar,Quick Bites,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken","South Indian, Biryani",350
Vidyarthi Bhavan,No,No,4.4/5,4460,080 26677588,Basavanagudi,Quick Bites,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",South Indian,150
Bharjari Oota,No,No,3.9/5,153,080 26629734,Basavanagudi,Casual Dining,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",South Indian,350
SLV Corner Restaurant,Yes,No,4.1/5,364,080 49653234,Basavanagudi,Casual Dining,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast","South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550
Baisakhi,Yes,No,3.8/5,527,+91 7204339999,Basavanagudi,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",North Indian,500
Kollapuri's,No,No,3.9/5,206,080 41205839,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450
Redberrys,Yes,No,4.0/5,219,+91 9148421256,Basavanagudi,Cafe,"Pizza, Fries, Anjeer Ice Cream, Sandwiches, Gelato, Burgers, Kesar Badam","Cafe, Italian",600
Udupi Sri Krishna Bhavan,No,No,4.1/5,238,080 26676566,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",South Indian,600
Ice Thunder,No,No,3.8/5,124,+91 9845366565,Basavanagudi,Quick Bites,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers","South Indian, Fast Food, North Indian, Desserts",300
South Kitchen,Yes,No,4.3/5,275,+91 9880980009,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100
Upahara Darshini,No,No,4.2/5,254,080 26611355,Basavanagudi,Quick Bites,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",South Indian,150
Mahalaxmi Tiffin Room,No,No,4.1/5,177,+91 8762687707,Basavanagudi,Quick Bites,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",South Indian,100
Sandwichwallas,Yes,No,4.0/5,132,+91 8277204538,Basavanagudi,Quick Bites,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",Fast Food,200
Kamat Bugle Rock,Yes,No,3.9/5,543,080 26605734,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300
Basavanagudi Mylari,No,No,4.0/5,52,+91 9880623407,Basavanagudi,Quick Bites,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",South Indian,300
Chaatimes,Yes,No,3.8/5,133,+91 8884232233,Basavanagudi,Quick Bites,"Dabeli, Faluda, Masala Poori, Sandwiches, Tokri Chaat, Pav Bhaji, Dahipuri","Street Food, Fast Food",200
Vybhava,No,No,3.8/5,39,+91 8026653198,Jayanagar,Quick Bites,"Masala Dosa, Idli, Vada Sambar","South Indian, North Indian",250
Shree Venkateshwara North Karnataka Hotel,No,No,4.0/5,64,+91 8971951073,Basavanagudi,Quick Bites,"Buttermilk, Jolada Rotti",South Indian,200
Harshi Super Sandwich,No,No,3.8/5,148,+91 9900924729,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150
Belly Squad Food Truck,No,No,3.8/5,55,+91 7760617526,South Bangalore,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",300
Gustoes Beer House,No,No,4.1/5,868,080 49653521,Banashankari,Pub,"Beer, Wedges, Pizza, Nachos, Salads, Papaya Salad, Buffalo Wings","Continental, Italian, Mexican, North Indian, Chinese, Steak","1,200"
Darbar,No,No,3.0/5,98,+91 8861271465,Banashankari,Bar,"Paneer Tikka, Dal Kichadi, French Fries","North Indian, Chinese",800
Deja Vu Resto Bar,Yes,Yes,4.4/5,2487,+91 9632499855,Bannerghatta Road,Pub,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta","North Indian, Italian",900
Empire Restaurant,Yes,No,4.3/5,3178,080 49653239,Bannerghatta Road,Casual Dining,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken","North Indian, Mughlai, South Indian, Chinese",750
Barbeque Nation,No,Yes,4.7/5,3845,+91 8064806060,JP Nagar,Casual Dining,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta","North Indian, European, Mediterranean, BBQ, Kebab","1,600"
Melt - Eden Park,Yes,Yes,4.0/5,347,+91 9606487102,JP Nagar,Casual Dining,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles","North Indian, Chinese, Thai, Mughlai, Seafood","1,000"
Sankranthi Veg Restaurant,Yes,No,3.0/5,102,+91 8095275614,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600
Butterly,Yes,No,3.9/5,102,+91 7338636363,Bannerghatta Road,Cafe,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages",450
#refuel,Yes,No,3.7/5,37,+91 8971227222,Bannerghatta Road,Cafe,"Thick Shakes, Sandwiches, Pasta, Mocktails","Cafe, Beverages",400
WAFL,Yes,No,3.9/5,40,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400
Kalmane Koffees,No,No,3.9/5,78,+91 9972900494,Bannerghatta Road,Cafe,"Brownie, Filter Coffee",Cafe,350
Brews N Bites,Yes,No,2.7/5,48,+91 9886791151,Bannerghatta Road,"Quick Bites, Cafe",Thin Crust Pizza,"Chinese, Fast Food, Cafe, Street Food, Finger Food",650
Slate Cafe,Yes,No,4.1/5,46,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600
Dialogues,No,No,4.0/5,129,+91 8800946279,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600
Mudpipe Cafe,Yes,Yes,3.9/5,727,+91 9448056565,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800
Cuppa,No,No,3.4/5,48,080 40939471,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550
Woodee Pizza,Yes,No,2.7/5,85,+91 7406827272,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500
Sai Abhiruchi,Yes,No,3.7/5,335,080 49653037,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800
Capsicum Family Restaurant,Yes,No,3.8/5,254,080 49652641,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800
Easy Bites,Yes,No,4.1/5,63,080 43334321,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300
XO Belgian Waffle,Yes,No,4.5/5,549,080 45128804,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400
Al-Bek,Yes,No,3.6/5,208,080 43334321,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300
Swad Punjab Da,Yes,No,4.0/5,126,+91 8360151853,BTM,Quick Bites,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",North Indian,150
BOX8- Desi Meals,Yes,No,4.1/5,427,080 33552698,Bannerghatta Road,"Takeaway, Delivery","Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches","North Indian, Mughlai, Fast Food",500
Roti Wala,Yes,No,4.0/5,197,+91 9731100002,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",North Indian,300
Midnight Mania,Yes,No,4.1/5,601,+91 9066022868,BTM,Quick Bites,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake","Pizza, Italian, Beverages",700
Kitchens@JP Nagar,Yes,No,3.9/5,488,080 43334321,JP Nagar,"Takeaway, Delivery",Vegetable Biryani,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400
Krishna Kuteera,Yes,No,4.0/5,396,+91 9035011234,Bannerghatta Road,Quick Bites,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori","South Indian, North Indian, Chinese",400
Apna Punjab,Yes,No,3.6/5,474,+91 7411793215,BTM,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian","North Indian, Chinese, Fast Food",450
Paratha Junction,Yes,No,2.9/5,172,+91 9535673059,BTM,Quick Bites,"Paratha, Kadai Paneer","North Indian, Chinese",300
Nellore Bhojanam,Yes,No,3.1/5,175,+91 7760358195,Bannerghatta Road,Quick Bites,Biryani,Andhra,250
Kalingas,Yes,No,3.9/5,173,080 42038180,BTM,Quick Bites,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali","Oriya, Fast Food",250
Kanteen The Eatery,Yes,No,3.9/5,77,080 43749430,Bannerghatta Road,Quick Bites,"Chole Bhature, Pav Bhaji, Misal Pav",North Indian,400
Litti Twist,Yes,No,4.1/5,464,+91 8884270523,BTM,Quick Bites,"Litti, Liti Chokha, Lassi, Tea, Paratha, Thali, Chai","North Indian, Bihari",300
FreshMenu,Yes,No,3.3/5,628,+91 9019245000,Bannerghatta Road,Delivery,"Rolls, Salads, Salad, Sandwiches, Pasta, Burgers, Croissants","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450
Shanthi Sagar,Yes,No,3.6/5,518,+91 8217521220,JP Nagar,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer","South Indian, North Indian, Chinese",400
Cakebuy,Yes,No,3.9/5,70,+91 8496934114,Bannerghatta Road,Dessert Parlor,Chocolate Truffle,Desserts,350
Five Star Chicken,Yes,No,3.9/5,62,+91 8884121777,JP Nagar,Quick Bites,Fries,"Burger, Fast Food, Roast Chicken, Finger Food",300
Corner House Ice Cream,Yes,No,4.4/5,819,080 26540925,Jayanagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Malt, Thick Shakes, Chocolate Nut Sundae, Ice Cream Sundae, Fudge Cake, Coffee","Ice Cream, Desserts",400
Behrouz Biryani,Yes,No,4.0/5,138,091 7700050050,Bannerghatta Road,Delivery,"Gulab Jamun, Vegetable Biryani, Mint Raita",Biryani,650
Pizza Hut,Yes,No,2.7/5,159,080 39883988,JP Nagar,Quick Bites,Prompt Service,Pizza,750
Biryani Durbar,Yes,No,3.7/5,128,080 49652102,Bannerghatta Road,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab","Biryani, North Indian",400
Mahesh Friends Food Center,Yes,No,2.9/5,126,+91 9731081364,BTM,Quick Bites,Lassi,"Chinese, North Indian",300
Kabab Magic,Yes,No,4.0/5,952,080 26490895,Jayanagar,Quick Bites,"Chicken Grill, Biryani, Shawarma Roll, Rolls, Chicken Kebab, Chicken Shwarma Roll, Pulpy Grape Juice","North Indian, Kebab, Chinese, Fast Food",400
Burger King,Yes,No,3.8/5,472,080 33558000,Bannerghatta Road,Quick Bites,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings","Burger, Fast Food, Beverages",600
Alankrutha,Yes,No,3.9/5,255,080 71967536,BTM,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Dum Biryani","Andhra, Biryani, North Indian, Chinese",500
Adithya,Yes,No,4.0/5,332,080 49652760,JP Nagar,Quick Bites,"Neer Dosa, Coffee, Pav Bhaji, Khali Dosa, Panipuri, Masala Dosa, Tea","South Indian, North Indian, Chinese",300
Le Arabia,Yes,No,0/5,0,+91 8041410082,JP Nagar,Casual Dining,Chicken Biryani,"North Indian, Mughlai",600
KFC,Yes,No,3.9/5,437,080 33994444,JP Nagar,Quick Bites,"Burgers, Wings, Fries, Rice Bowl, Popcorn Chicken, Zinger Burger, Chicken Snacker","Burger, Fast Food",400
Dande's Hyderabad Biryani,Yes,No,3.8/5,207,080 41454647,Bannerghatta Road,Casual Dining,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani","Biryani, Andhra, North Indian",700
Shuddh Desi Khana,Yes,No,4.0/5,597,080 49653152,Bannerghatta Road,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400
Sankranthi Veg Restaurant,Yes,No,3.0/5,102,+91 8095275614,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa","South Indian, North Indian, Chinese",600
Mani's Dum Biryani,Yes,No,4.2/5,373,+91 9606441698,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani","Biryani, Kebab",750
Amontron,Yes,No,3.9/5,435,+91 9742326196,BTM,Casual Dining,"Katla Kalia, Basanti Pulao, Biryani, Aloo Posto, Mutton Kosha, Ilish, Mutton Dak Bunglow",Bengali,650
Just Shawarma,Yes,No,3.6/5,137,+91 7676764422,Bannerghatta Road,Quick Bites,"Fries, Whole Meat Shawarma",Arabian,300
Fish Chain,Yes,No,3.9/5,37,+91 7676564444,JP Nagar,"Takeaway, Delivery",Fish Curry,"Seafood, BBQ, Biryani",250
Galito's,Yes,No,4.6/5,404,+91 8067922374,Bannerghatta Road,Casual Dining,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger","1,000"
PHEW (Play Hard Eat Wild),Yes,Yes,3.9/5,486,+91 9365075799,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700
Firangi Bake,Yes,No,4.0/5,95,+91 7710090007,Bannerghatta Road,Delivery,Lasagne,"Mexican, Italian",600
Kundana,Yes,No,3.7/5,110,080 49652729,Bannerghatta Road,Casual Dining,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani","Andhra, Biryani",800
The Shawarma Shop,Yes,No,4.1/5,381,+91 9343665007,BTM,Quick Bites,"Rumali Roti, Rumali Shawarma, Burgers, Shawarma Burger",Arabian,250
Faasos,Yes,No,3.9/5,251,+91 7700020020,Bannerghatta Road,Delivery,"Rolls, Sabudana Vada, Veggie Wrap, Chicken Wrap, Dal Makhani, Paneer Wrap, Meat Balls","North Indian, Biryani, Fast Food",500
Pathaan Sir,Yes,No,3.9/5,183,080 42244044,BTM,Quick Bites,"Rolls, Momos, Paratha, Chicken Tikka Roll, Mutton Keema, Egg Roll","Fast Food, Rolls, Momos",250
Cold Stone Creamery,Yes,No,3.9/5,99,080 67922488,Bannerghatta Road,Dessert Parlor,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie","Ice Cream, Desserts",400
Gorbandh,Yes,No,4.1/5,83,080 49652562,BTM,Quick Bites,"Aloo Paratha, Samosa, Kachori, Poha, Chaat","Fast Food, North Indian",400
Grills & Rolls,Yes,No,2.5/5,321,080 26593949,JP Nagar,Quick Bites,"Shawarma, Chicken Grill, Tandoori Chicken, Butter Chicken, Rolls, Chicken Tikka, Grape Juice","North Indian, Chinese, Fast Food, Rolls, Juices",400
Bathinda Junction,Yes,No,3.9/5,362,+91 9740701619,BTM,Casual Dining,"Lassi, Shikanji, Dal Makhani, Makke Ki Roti, Butter Chicken, Paneer Punjabi, Chicken Curry",North Indian,600
Stories,Yes,Yes,4.2/5,2166,080 49653116,JP Nagar,"Pub, Casual Dining","Cocktails, Pizza, Fries, Pasta, Chicken Sizzler, Mocktails, Long Island Iced Tea","American, Chinese, Continental, North Indian","1,200"
Marwa Restaurant,Yes,Yes,3.5/5,551,080 49653014,Bannerghatta Road,Casual Dining,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry","North Indian, Chinese, Fast Food, BBQ",600
Shanghai Court,Yes,No,4.2/5,421,080 42086199,Bannerghatta Road,Casual Dining,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry","Chinese, Thai",700
Yum In My Tum,Yes,No,4.1/5,92,+91 9108084789,BTM,Quick Bites,"Momos, Manchow Soup, Pizza Sandwich, Spring Roll, Noodles, Fries, Fried Rice","Chinese, Continental, Fast Food, Healthy Food",300
Biryani Miya,Yes,No,3.7/5,36,080 49652509,JP Nagar,Delivery,Chicken Biryani,"Biryani, North Indian",600
Magix's Parattha Roll,Yes,No,3.7/5,184,080 49652620,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill","Fast Food, North Indian, Chinese, Mughlai, Rolls",400
Waffle Head,Yes,No,4.0/5,35,080 49653258,BTM,"Dessert Parlor, Beverage Shop","Marshmallow, Chocolate Waffles","Desserts, Beverages, Bakery, Ice Cream",300
Cravings,Yes,No,3.7/5,139,+91 9986624240,Bannerghatta Road,Quick Bites,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole","North Indian, Chinese, Rolls",400
Matka,Yes,No,3.7/5,181,+91 9513366655,Bannerghatta Road,Delivery,Biryani,"Biryani, North Indian",500
Upahara Darshini,Yes,No,4.0/5,167,+91 9845530078,Jayanagar,Quick Bites,"Vada, Coffee, Masala Dosa, Gulab Jamun, Roti, Idli, Tomato Soup","South Indian, North Indian, Chinese",400
Bikaner Jn,Yes,No,3.9/5,85,+91 9163568669,JP Nagar,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300
Kakal-Kai Ruchi,Yes,No,3.7/5,217,+91 9448395832,JP Nagar,Casual Dining,"Masala Dosa, Babycorn Manchurian, Filter Coffee, Chaat, Dahipuri, Masala Papad, Raagi Dosa","North Indian, South Indian, Chinese",500
Calorie Express,Yes,No,3.6/5,192,+91 9663868626,BTM,Delivery,Chicken Sandwich,Healthy Food,450
Ovenstory Pizza,Yes,No,4.0/5,166,18002700913,Bannerghatta Road,Delivery,Cheesy Pizza,Pizza,750
Slate Cafe,Yes,No,4.1/5,46,+91 8040923832,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600
Chavadi,Yes,Yes,4.4/5,2233,080 49653031,Bannerghatta Road,"Casual Dining, Bar","Pizza, Cocktails, Saffron Rice, Pie, Sulemani Chai, Prawn Crackers, Waffles","Continental, North Indian, Pizza, Italian","1,200"
Chefeana,Yes,No,4.0/5,212,+91 8050752925,Bannerghatta Road,Quick Bites,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",North Indian,400
Bangaliana,Yes,No,2.9/5,153,080 26488095,Bannerghatta Road,Quick Bites,"Masala Prawn, Mutton Kosha, Thali, Mutton Curry, Luchi, Fish Cutlet, Bengali Pulao",Bengali,600
Gud Dhani,Yes,No,4.0/5,827,080 50060017,BTM,Casual Dining,"Buttermilk, Jal-jeera, Churma, Palak Kofta, Lassi, Gulab Jamun, Dahi Bhindi",Rajasthani,500
McDonald's,Yes,No,4.0/5,256,080 66000666,Bannerghatta Road,Quick Bites,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap","Burger, Fast Food",500
WAFL,Yes,No,3.9/5,40,+91 8951725759,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400
Deejas Kitchen,Yes,No,3.9/5,73,+91 7259298695,Bannerghatta Road,"Takeaway, Delivery","Pothichoru, Roast Chicken, Fish Fry","South Indian, Kerala",400
Pancuzzi,Yes,No,4.2/5,169,+91 9742737794,JP Nagar,Cafe,"Waffles, Burgers, Masala Fries, Crunchy Veg Burger, Tiramisu, Chocolate Pancakes, Oreo Shake","Cafe, Beverages, Desserts",600
The Egg Factory,Yes,No,4.0/5,1305,080 40124848,JP Nagar,Casual Dining,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo","Continental, American",750
Momo Jojo,Yes,No,4.3/5,539,+91 9513808501,JP Nagar,Quick Bites,"Noodles, Corn Momo, Manchurian, Momo Platter, Veg Momos, Potato Momos, Tandoori Momos","Chinese, Tibetan, Momos",300
Punjabi Times,Yes,Yes,4.1/5,1025,080 49652597,Bannerghatta Road,Casual Dining,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha",North Indian,"1,000"
Chai Point,Yes,No,3.6/5,132,+91 8880141000,Bannerghatta Road,"Beverage Shop, Quick Bites","Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav","Tea, Beverages, Fast Food",250
#refuel,Yes,No,3.7/5,37,+91 8971227222,Bannerghatta Road,Cafe,"Thick Shakes, Sandwiches, Pasta, Mocktails","Cafe, Beverages",400
Zeeshan,Yes,No,3.1/5,320,080 41616648,JP Nagar,Casual Dining,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem","North Indian, Mughlai, Biryani, Rolls",600
Butterly,Yes,No,3.9/5,102,+91 7338636363,Bannerghatta Road,Cafe,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake","Cafe, Bakery, Beverages",450
Shetty's Kitchen,Yes,No,3.7/5,108,+91 9900449437,Bannerghatta Road,Quick Bites,"Sea Food, Neer Dosa",Mangalorean,600
BIB - Breakfast in the Box,Yes,No,3.8/5,84,+91 7005889963,Bannerghatta Road,Delivery,"Chicken Burger, English Breakfast, Corn Sandwich, French Fries, Bacon Fry, Beef Burger, Omelette","American, Sandwich",600
Paratha Plaza,Yes,No,3.8/5,171,+91 9980526315,JP Nagar,Quick Bites,"Aloo Paratha, Manchurian",North Indian,250
Wangs Kitchen,Yes,No,3.0/5,114,080 39253925,Bannerghatta Road,Casual Dining,"Noodles, Momos",Chinese,"1,000"
Crumb Together,Yes,Yes,4.1/5,583,080 49652428,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese","1,200"
Meat And Eat,Yes,No,3.7/5,79,+91 8144883399,JP Nagar,Quick Bites,"Burgers, Chicken Wings","Fast Food, Burger",500
Laddoos,Yes,No,3.4/5,276,080 40991947,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250
New Prashanth Hotel,Yes,No,3.1/5,64,+91 9902219219,JP Nagar,Casual Dining,"Mutton Biryani, Chicken Biryani","South Indian, Biryani, Chinese, North Indian",750
